City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
465,Padang,ID,-0.9492,100.3543,73.45,90,100,2.57,moderate rain
466,Touros,BR,-5.1989,-35.4608,83.46,62,18,19.64,few clouds
467,Jutai,BR,-5.1833,-68.9,93.9,40,97,3.98,overcast clouds
468,Tungor,RU,53.3808,142.9564,34.48,71,13,9.19,few clouds
469,Arraial Do Cabo,BR,-22.9661,-42.0278,75.16,64,40,20.71,scattered clouds
470,Aborlan,PH,9.4352,118.5492,79.27,86,60,4.0,broken clouds
471,Chagoda,RU,59.164,35.3285,43.61,90,99,4.18,overcast clouds
472,Ambatondrazaka,MG,-17.8333,48.4167,58.62,85,0,5.73,clear sky
473,Xam Nua,LA,20.4197,104.0439,68.2,100,100,1.59,overcast clouds
474,Tarare,FR,45.8976,4.4327,68.02,87,99,4.85,overcast clouds
475,Deputatskiy,RU,69.3,139.9,4.55,97,91,4.61,overcast clouds
476,Hamilton,US,39.1834,-84.5333,71.6,40,0,17.27,clear sky
477,Gat,IL,31.61,34.7642,83.39,100,0,7.63,clear sky
478,Beni,CD,0.5,29.4667,63.59,98,80,2.75,moderate rain
479,Shakawe,BW,-18.3667,21.85,82.58,12,2,5.97,clear sky
480,Ruteng,ID,-8.6136,120.4721,62.91,91,75,1.1,broken clouds
481,Beira,MZ,-19.8436,34.8389,75.29,83,20,11.5,few clouds
482,Kaitangata,NZ,-46.2817,169.8464,35.6,93,12,3.38,few clouds
483,Ostrovnoy,RU,68.0531,39.5131,35.62,96,100,11.74,overcast clouds
484,Maracaibo,VE,10.6317,-71.6406,85.93,65,100,3.74,overcast clouds
485,Canto Do Buriti,BR,-8.11,-42.9444,97.18,14,27,10.04,scattered clouds
486,Tigil,RU,57.8,158.6667,38.48,93,100,6.24,overcast clouds
487,Dankov,RU,53.2515,39.1555,60.15,90,80,8.97,broken clouds
488,Grenville,GD,12.1167,-61.6167,87.85,75,100,15.01,overcast clouds
489,Kakucs,HU,47.242,19.3647,60.85,88,83,10.85,broken clouds
490,Tahe,CN,52.3333,124.7333,37.65,94,100,3.87,moderate rain
491,Lugovskoy,RU,56.9585,64.529,29.37,76,14,6.44,few clouds
492,Teguise,ES,29.0605,-13.564,73.62,61,40,20.71,scattered clouds
493,Tipitapa,NI,12.1973,-86.0971,80.62,83,40,6.91,scattered clouds
494,Sayat,TM,38.7839,63.8803,66.07,21,0,12.66,clear sky
495,Salalah,OM,17.0151,54.0924,80.69,83,75,4.61,broken clouds
496,Ormara,PK,25.2088,64.6357,80.33,79,0,14.45,clear sky
497,Kedrovyy,RU,56.1667,91.8167,30.87,95,98,3.69,overcast clouds
498,Sola,VU,-13.8833,167.55,79.34,78,19,10.2,few clouds
499,Port Macquarie,AU,-31.4333,152.9167,53.89,78,73,6.46,broken clouds
500,Debre Birhan,ET,9.6833,39.5333,52.48,79,93,4.65,overcast clouds
501,Farafangana,MG,-22.8167,47.8333,71.01,75,4,11.3,clear sky
502,Requena,ES,39.4883,-1.1004,67.78,25,82,4.61,broken clouds
503,Miles City,US,46.4083,-105.8406,54.57,94,100,12.66,overcast clouds
504,Krasnoselkup,RU,65.7,82.4667,27.9,82,96,9.55,overcast clouds
505,Flagstaff,US,35.1981,-111.6513,70.3,52,0,4.61,clear sky
506,Wyndham,US,37.6985,-77.6125,71.58,87,75,6.91,broken clouds
507,Nuuk,GL,64.1835,-51.7216,36.21,93,75,6.91,broken clouds
508,Sangar,RU,63.9242,127.4739,20.7,90,70,1.7,broken clouds
509,Rongcheng,CN,30.634,117.8517,80.74,61,55,3.94,broken clouds
510,Noumea,NC,-22.2763,166.4572,58.98,74,100,5.3,overcast clouds
511,Marrakesh,MA,31.6315,-8.0083,86.07,26,40,4.61,scattered clouds
512,Boffa,GN,10.1667,-14.0333,84.51,80,100,8.61,light rain
513,Cayenne,GF,4.9333,-52.3333,91.44,55,75,16.11,broken clouds
514,Santander,ES,43.4647,-3.8044,69.12,77,20,4.61,few clouds
515,Kaniama,CD,-7.5667,24.1833,75.99,57,68,1.81,light rain
516,Yancheng,CN,33.3856,120.1253,73.35,96,32,10.58,scattered clouds
517,Sakata,JP,38.9167,139.855,64.51,77,0,3.0,clear sky
518,Zhangye,CN,38.9342,100.4517,56.32,30,13,6.96,few clouds
519,Haradok,BY,55.4624,29.9816,46.51,97,100,8.12,overcast clouds
520,Kungurtug,RU,50.5994,97.5228,18.45,83,100,2.91,overcast clouds
521,Killybegs,IE,54.6333,-8.45,56.91,75,27,22.28,scattered clouds
522,Okoneshnikovo,RU,54.8377,75.0834,31.28,75,12,4.52,few clouds
523,Linqing,CN,36.8456,115.7117,65.7,98,100,6.06,overcast clouds
524,Xichang,CN,27.8964,102.2634,63.91,89,9,2.08,clear sky
525,Tullamore,IE,53.2739,-7.4889,57.38,77,10,13.44,clear sky
526,Inyonga,TZ,-6.7167,32.0667,80.64,32,91,3.06,overcast clouds
527,Ankang,CN,32.68,109.0172,72.75,86,52,2.28,broken clouds
528,Mogwase,ZA,-25.185,27.2665,83.64,19,0,5.21,clear sky
529,Carman,CA,49.4992,-98.0016,49.12,100,100,4.61,overcast clouds
530,Appingedam,NL,53.3217,6.8583,58.98,83,9,5.99,clear sky
531,Eufaula,US,31.8913,-85.1455,80.64,31,0,5.75,clear sky
532,Gamba,GA,-2.65,10.0,74.5,94,100,7.63,light rain
533,Saint George,US,37.1041,-113.5841,79.43,28,0,6.91,clear sky
534,Grindavik,IS,63.8424,-22.4338,48.15,100,100,25.32,overcast clouds
535,Hohhot,CN,40.8106,111.6522,57.49,72,0,4.47,clear sky
536,Sorland,NO,67.667,12.6934,51.66,62,17,12.3,few clouds
537,Belaya Gora,RU,68.5333,146.4167,23.92,94,100,3.78,overcast clouds
538,Vardo,NO,70.3705,31.1107,35.58,87,100,2.3,overcast clouds
539,Micheweni,TZ,-4.9667,39.8333,75.43,75,11,13.2,few clouds
540,Yabelo,ET,4.8833,38.0833,69.69,44,79,9.17,broken clouds
541,Goroka,PG,-6.0834,145.3873,57.96,94,99,0.4,overcast clouds
542,Ishigaki,JP,24.3448,124.1572,82.53,83,75,8.05,broken clouds
543,Hauterive,FR,46.0901,3.4459,68.76,92,99,7.99,overcast clouds
544,Oktyabrskiy,RU,54.4815,53.471,48.9,56,80,11.54,broken clouds
545,Tselinnoye,RU,53.0833,85.6667,30.49,76,100,2.06,overcast clouds
546,Rosario Do Sul,BR,-30.2583,-54.9142,66.06,67,91,7.96,overcast clouds
547,Schleswig,DE,54.5167,9.55,54.91,85,49,4.0,scattered clouds
548,Kailua,US,21.4022,-157.7394,77.02,86,26,9.24,scattered clouds
549,Rio Gallegos,AR,-51.6226,-69.2181,49.84,33,6,18.45,clear sky
550,Itaituba,BR,-4.2761,-55.9836,95.16,52,40,3.44,scattered clouds
551,Sigli,ID,5.3848,95.9609,79.61,77,100,4.12,overcast clouds
552,Paignton,GB,50.4357,-3.5679,62.96,80,21,8.99,few clouds
553,Qaqortoq,GL,60.7167,-46.0333,38.55,93,100,6.24,light rain
554,Esso,RU,55.9333,158.7,32.58,94,100,2.84,overcast clouds
555,Campbellsville,US,37.3434,-85.3419,72.72,30,72,4.0,broken clouds
556,Ialibu,PG,-6.2821,143.9935,55.62,98,100,1.7,overcast clouds
557,Sinop,TR,41.7711,34.8709,63.3,68,0,2.57,clear sky
558,Richards Bay,ZA,-28.783,32.0377,70.3,82,99,14.32,overcast clouds
559,Oussouye,SN,12.485,-16.5469,87.89,72,100,4.16,moderate rain
560,Poum,NC,-20.2333,164.0167,72.57,66,0,11.21,clear sky
561,Lenina,RU,46.0667,39.7833,72.86,51,18,6.69,few clouds
562,Kontagora,NG,10.3999,5.4695,78.44,82,65,4.32,light rain
563,Thai Binh,VN,20.45,106.3333,77.34,90,100,3.02,overcast clouds
564,Dwarka,IN,22.2394,68.9678,82.09,70,26,11.3,scattered clouds
565,Arrecife,ES,28.963,-13.5477,76.98,61,40,20.71,scattered clouds
566,Mocuba,MZ,-16.8392,36.9856,76.66,55,0,9.24,clear sky
567,Aykhal,RU,66.0,111.5,19.58,97,93,4.94,light snow
568,Sturgeon Falls,CA,46.3646,-79.9326,59.9,66,55,12.08,broken clouds
569,Samarai,PG,-10.6167,150.6667,81.23,74,6,10.45,clear sky
570,Narsaq,GL,60.9167,-46.05,39.42,98,100,5.37,light rain
571,Limay,PH,14.5333,120.55,76.35,85,8,8.3,clear sky
572,Taoudenni,ML,22.6783,-3.9836,100.02,12,0,12.41,clear sky
573,Bratsk,RU,56.1325,101.6142,25.29,90,99,6.85,overcast clouds
574,Zyryanovsk,KZ,49.7386,84.2719,26.92,67,8,1.54,clear sky
575,Minsk,BY,53.9,27.5667,49.75,88,90,4.61,overcast clouds
576,Port-Gentil,GA,-0.7193,8.7815,76.96,88,75,6.91,broken clouds
577,Puerto Colombia,CO,10.9878,-74.9547,75.29,63,93,7.81,overcast clouds
578,Maldonado,UY,-34.6667,-54.9167,65.59,53,16,8.21,few clouds
579,Porto Santo,PT,33.072,-16.3415,71.98,68,40,17.27,scattered clouds
580,Codajas,BR,-3.8367,-62.0569,102.02,30,79,1.63,broken clouds
581,Saint Anthony,US,45.0205,-93.218,69.82,56,40,9.22,scattered clouds
582,Storforshei,NO,66.4043,14.5233,49.78,66,100,9.22,overcast clouds
583,Polunochnoye,RU,60.8697,60.4153,28.96,94,99,4.9,overcast clouds
584,Yerofey Pavlovich,RU,53.9667,121.9667,38.82,97,100,4.9,overcast clouds
585,Anqing,CN,30.5092,117.0506,83.1,50,27,2.75,scattered clouds
586,Pasni,PK,25.2631,63.471,79.79,82,0,14.25,clear sky
587,Ovre Ardal,NO,61.3167,7.8,43.68,99,100,3.13,light rain
588,Kepno,PL,51.2784,17.9891,50.72,85,100,14.29,overcast clouds
589,Mizdah,LY,31.4451,12.9801,83.43,58,30,21.63,scattered clouds
590,Canmore,CA,51.0834,-115.3521,60.67,76,1,6.91,clear sky
591,Yeppoon,AU,-23.1333,150.7333,62.38,83,92,5.14,overcast clouds
592,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.99,81,75,6.71,broken clouds
593,Katesh,TZ,-4.5167,35.3833,65.1,54,28,5.95,scattered clouds
594,Santa Cruz Do Sul,BR,-29.7175,-52.4258,68.88,64,85,5.5,overcast clouds
595,Yuxia,CN,34.0615,108.6291,68.61,93,13,0.78,few clouds
596,Kenai,US,60.5544,-151.2583,41.09,96,40,4.61,scattered clouds
597,Mweka,CD,-4.85,21.5667,72.57,84,81,2.26,light rain
598,Tias,ES,28.9611,-13.645,74.88,61,40,20.71,scattered clouds
599,Isiro,CD,2.7739,27.616,67.32,99,63,2.13,moderate rain
600,Dunhua,CN,43.3725,128.2425,52.12,95,67,1.83,broken clouds
601,Bridlington,GB,54.0831,-0.1919,59.9,72,1,20.85,clear sky
602,Batan,CR,10.0844,-83.341,80.42,68,99,5.82,overcast clouds
603,Saint-Pierre,RE,-21.3393,55.4781,69.48,71,0,9.22,clear sky
604,Cap Malheureux,MU,-19.9842,57.6142,70.47,69,4,3.0,clear sky
605,Wenling,CN,28.3669,121.36,75.85,93,9,6.4,clear sky
606,Mitchell,US,43.7094,-98.0298,76.1,35,0,14.97,clear sky
607,Denia,ES,38.8408,0.1057,73.47,60,95,8.99,overcast clouds
608,Karratha,AU,-20.7377,116.8463,72.77,78,0,14.61,clear sky
609,Peniche,PT,39.3558,-9.3811,77.29,58,96,12.06,overcast clouds
610,Goedereede,NL,51.8175,3.9806,62.6,74,0,1.99,clear sky
611,Gram,DK,55.2895,9.0491,56.59,87,40,9.22,scattered clouds
612,Soyo,AO,-6.1349,12.3689,76.93,84,79,9.64,broken clouds
613,Ushtobe,KZ,45.2514,77.9838,38.71,28,0,17.05,clear sky
614,Meulaboh,ID,4.1363,96.1285,77.58,85,100,5.23,overcast clouds
615,San Policarpo,PH,12.1791,125.5072,80.85,82,92,6.46,overcast clouds
616,Anderson,US,34.5334,-82.6499,73.24,61,0,3.44,clear sky
617,Charters Towers,AU,-20.1,146.2667,65.8,72,92,9.48,overcast clouds
618,Orizatlan,MX,21.1833,-98.6167,79.29,53,6,3.58,clear sky
619,Haaksbergen,NL,52.1567,6.7389,58.91,78,2,9.73,clear sky
620,Palmas Bellas,PA,9.2319,-80.0867,82.26,84,100,3.85,overcast clouds
621,Newport,GB,51.5877,-2.9984,62.46,78,71,19.24,broken clouds
622,Gobardanga,IN,22.8747,88.7586,80.51,79,100,4.56,overcast clouds
623,Guapi,CO,2.5708,-77.8854,82.04,77,88,6.62,light rain
624,Calvia,ES,39.5657,2.5062,73.87,46,70,4.85,broken clouds
625,Owando,CG,-0.4819,15.8999,72.5,96,91,0.74,heavy intensity rain
626,Conde,BR,-7.2597,-34.9075,85.46,54,75,17.27,broken clouds
627,Wuxue,CN,29.8506,115.5525,81.48,54,16,3.62,few clouds
628,Danjiangkou,CN,32.5428,111.5086,78.89,60,43,4.5,scattered clouds
629,Rasulnagar,PK,32.3285,73.7814,79.29,57,0,6.91,clear sky
630,Manavalakurichi,IN,8.1333,77.3,78.53,83,99,13.18,overcast clouds
631,Terrace,CA,54.5163,-128.6035,55.31,100,100,3.44,mist
632,Riyadh,SA,24.6877,46.7219,87.94,12,0,8.99,clear sky
633,Marienburg,PL,54.0359,19.0266,55.89,70,100,8.32,light rain
634,College,US,64.8569,-147.8028,43.29,90,75,3.44,broken clouds
635,Biak,ID,-0.9131,122.8766,75.94,84,56,1.66,broken clouds
636,Samdari,IN,25.8167,72.5833,84.61,47,2,10.71,clear sky
637,Luwuk,ID,-0.9516,122.7875,77.07,86,57,0.89,broken clouds
638,Porbandar,IN,21.6422,69.6093,81.55,74,69,8.84,broken clouds
639,Porto Nacional,BR,-10.7081,-48.4172,96.8,15,2,5.28,clear sky
640,Bilma,NE,18.6853,12.9164,99.54,16,30,5.93,scattered clouds
641,Ocos,GT,14.5094,-92.1933,86.18,71,89,2.37,overcast clouds
642,Grand Baie,MU,-20.0182,57.5802,70.45,69,8,3.0,clear sky
643,Kashmor,PK,28.4333,69.5833,87.71,26,0,9.98,clear sky
644,Biloela,AU,-24.4167,150.5,62.51,83,79,3.13,broken clouds
645,Estelle,US,29.8458,-90.1067,81.0,41,0,9.22,clear sky
646,Ambulu,ID,-8.345,113.6058,75.92,92,99,1.54,overcast clouds
647,Marabba,SD,12.35,32.1833,86.02,47,9,12.08,clear sky
648,Matara,LK,5.9485,80.5353,78.1,88,100,14.12,overcast clouds
649,Klyuchi,RU,52.2667,79.1667,33.57,60,70,3.71,broken clouds
650,Grants,US,35.1473,-107.8514,68.23,30,0,0.0,clear sky
651,Dom Pedrito,BR,-30.9828,-54.6731,67.53,60,89,5.41,overcast clouds
652,Launceston,AU,-41.45,147.1667,42.44,91,100,3.44,overcast clouds
653,Burlington,US,39.8835,-74.6413,63.73,92,100,16.11,overcast clouds
654,Vanavara,RU,60.34,102.2797,27.79,73,100,3.24,overcast clouds
655,Banikoara,BJ,11.2985,2.4386,78.89,85,79,3.62,light rain
656,Buzmeyin,TM,38.0507,58.2056,69.53,28,20,0.0,few clouds
657,Tautira,PF,-17.7333,-149.15,76.24,70,69,7.67,broken clouds
658,Isa Khel,AF,36.6702,68.8443,70.75,21,0,4.27,clear sky
659,Krasnovishersk,RU,60.4078,57.082,42.53,80,100,6.49,overcast clouds
660,Longkou,CN,37.6508,120.3286,64.9,90,100,15.95,moderate rain
661,Truth Or Consequences,US,33.1284,-107.2528,77.92,36,0,4.61,clear sky
662,Caravelas,BR,-17.7125,-39.2481,75.78,64,93,8.43,overcast clouds
663,Brae,GB,60.3964,-1.353,52.39,86,97,19.62,overcast clouds
664,Tarangnan,PH,11.9009,124.7459,76.19,92,80,3.65,broken clouds
665,Siniscola,IT,40.5719,9.6922,69.35,62,9,16.55,clear sky
666,Paso De Carrasco,UY,-34.8603,-56.0522,68.45,61,20,11.5,few clouds
667,Nome,US,64.5011,-165.4064,32.07,74,0,6.91,clear sky
668,Eyl,SO,7.9803,49.8164,77.61,75,62,18.28,broken clouds
669,Kholodnyy,RU,62.7167,147.95,19.62,94,98,2.44,overcast clouds
670,Zeya,RU,53.75,127.2667,37.54,78,100,7.52,light rain
671,Itatskiy,RU,56.07,89.0369,27.5,92,98,5.21,overcast clouds
672,Yar-Sale,RU,66.8333,70.8333,32.34,71,87,13.56,overcast clouds
673,Muroto,JP,33.2833,134.15,74.26,74,58,5.66,broken clouds
674,Polis,CY,35.0367,32.4264,78.62,88,0,1.23,clear sky
675,Pitimbu,BR,-7.4706,-34.8086,86.59,61,27,15.61,scattered clouds
676,Matay,EG,28.419,30.7792,94.91,21,0,9.66,clear sky
677,Aswan,EG,24.0934,32.907,101.5,15,0,8.05,clear sky
678,Mikhaylovka,RU,50.06,43.2379,65.79,60,84,10.31,broken clouds
679,Van Buren,US,35.4368,-94.3483,76.35,37,0,6.91,clear sky
680,Port Lincoln,AU,-34.7333,135.8667,56.3,86,11,7.9,few clouds
681,Doha,QA,25.2867,51.5333,89.58,68,0,6.91,clear sky
682,Atasu,KZ,48.6814,71.6433,35.19,35,0,8.97,clear sky
683,Nioro,GM,13.35,-15.75,85.35,72,93,2.57,light rain
684,Port-Cartier,CA,50.0334,-66.8654,52.02,39,6,9.33,clear sky
685,Mount Pleasant,US,32.7941,-79.8626,75.09,70,75,12.66,broken clouds
686,Kalispell,US,48.1958,-114.3129,62.64,75,0,3.44,clear sky
687,Huarmey,PE,-10.0681,-78.1522,68.79,71,58,12.35,broken clouds
688,Watari,JP,38.035,140.8511,60.78,78,0,4.56,clear sky
689,Walvis Bay,NA,-22.9575,14.5053,58.15,82,0,11.5,clear sky
690,Tarnogskiy Gorodok,RU,60.4997,43.5761,47.52,92,100,1.83,overcast clouds
691,Bulgan,MN,48.8125,103.5347,25.23,80,100,9.44,overcast clouds
692,Springfield,US,37.2153,-93.2982,73.22,38,0,6.91,clear sky
693,Ketchikan,US,55.3422,-131.6461,55.87,94,100,19.57,moderate rain
694,Sangre Grande,TT,10.5835,-61.1177,92.93,64,90,9.69,overcast clouds
695,La Primavera,CO,5.4906,-70.4092,84.31,65,96,4.52,overcast clouds
696,Beringovskiy,RU,63.05,179.3167,40.41,86,100,26.44,overcast clouds
697,Concarneau,FR,47.875,-3.9225,63.39,91,70,9.64,broken clouds
698,Powell River,CA,49.8496,-124.5361,64.4,100,0,2.3,clear sky
